isbn,title,author,publicationyear,bookimage,numpages,rating,genre,bookurl,language,price,,,,,,,
048629580X,Bacchae (Dover Thrift Editions),Euripides,1997,http://images.amazon.com/images/P/048629580X.01.LZZZZZZZ.jpg,164,3.89,Drama,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.95,,,,,,,
055357759X,A Test of Wills (Inspector Ian Rutledge Mysteries (Paperback)),Charles Todd,1998,http://images.amazon.com/images/P/055357759X.01.LZZZZZZZ.jpg,329,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.15,,,,,,,
082176988X,To Protect an Heiress (Zebra Historical Romance),Adrienne Basso,2002,http://images.amazon.com/images/P/082176988X.01.LZZZZZZZ.jpg,349,3.79,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.93,,,,,,,
1931468044,Leeward: A Strange Story,D. Edward Bradley,2001,http://images.amazon.com/images/P/1931468044.01.LZZZZZZZ.jpg,330,0,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.51,,,,,,,
1576600750,The New Yorker Book of Technology Cartoons,Robert Mankoff,2000,http://images.amazon.com/images/P/1576600750.01.LZZZZZZZ.jpg,111,3.53,Comics & Graphic Novels,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.94,,,,,,,
1853114103,Lord Have Mercy,\\Ron\,2001,http://images.amazon.com/images/P/1853114103.01.LZZZZZZZ.jpg,106,3,Humor,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.18,,,,,,,
037326285X,Murder And Sullivan (Worldwide Mystery),Sara Hoskinson Frommer,1998,http://images.amazon.com/images/P/037326285X.01.LZZZZZZZ.jpg,256,2.86,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.75,,,,,,,
031285319X,Silent Fury,Linda McHugh,1992,http://images.amazon.com/images/P/031285319X.01.LZZZZZZZ.jpg,253,3.33,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.41,,,,,,,
1570620768,The Spirit of Loving,Emily Hilburn Sell,1995,http://images.amazon.com/images/P/1570620768.01.LZZZZZZZ.jpg,160,3.9,Psychology & Philosophy,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.61,,,,,,,
1558532730,After the War,Richard Marius,1994,http://images.amazon.com/images/P/1558532730.01.LZZZZZZZ.jpg,621,4.34,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.44,,,,,,,
081672508X,Robert Louis Stevenson: Young Storyteller,Francene Sabin,1992,http://images.amazon.com/images/P/081672508X.01.LZZZZZZZ.jpg,46,3.67,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.92,,,,,,,
051750572X,The Life of the Hummingbird,Alexander Frank Skutch,1973,http://images.amazon.com/images/P/051750572X.01.LZZZZZZZ.jpg,95,4,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.59,,,,,,,
1577941470,One Word from God Can Change Your Destiny (One Word from God),Kenneth Copeland,1999,http://images.amazon.com/images/P/1577941470.01.LZZZZZZZ.jpg,166,4.42,Home,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.09,,,,,,,
006440580X,Little Town in the Ozarks (Little House),Roger Lea MacBride,1996,http://images.amazon.com/images/P/006440580X.01.LZZZZZZZ.jpg,336,4.09,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.55,,,,,,,
1564584984,DK Handbooks: Gemstones,Cally Hall,1994,http://images.amazon.com/images/P/1564584984.01.LZZZZZZZ.jpg,160,4.16,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.45,,,,,,,
1575660083,The Relativity of Wrong,Isaac Asimov,1996,http://images.amazon.com/images/P/1575660083.01.LZZZZZZZ.jpg,239,4.21,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.5,,,,,,,
067972821X,Isabelle: The Life of Isabelle Eberhardt,Annette Kobak,1990,http://images.amazon.com/images/P/067972821X.01.LZZZZZZZ.jpg,258,3.99,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.94,,,,,,,
014043397X,No Name (Penguin Classics),Wilkie Collins,1995,http://images.amazon.com/images/P/014043397X.01.LZZZZZZZ.jpg,656,3.92,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.75,,,,,,,
084994337X,No More Victims,Frank Peretti,2001,http://images.amazon.com/images/P/084994337X.01.LZZZZZZZ.jpg,64,4.15,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.45,,,,,,,
039587470X,Ben's Dream,Chris Van Allsburg,1997,http://images.amazon.com/images/P/039587470X.01.LZZZZZZZ.jpg,32,3.77,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.46,,,,,,,
1562933566,The Science Almanac for Kids,Q. L. Pearce,1993,http://images.amazon.com/images/P/1562933566.01.LZZZZZZZ.jpg,128,5,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.74,,,,,,,
1841580562,Scottish Surnames,Donald Whyte,2000,http://images.amazon.com/images/P/1841580562.01.LZZZZZZZ.jpg,272,0,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.11,,,,,,,
014017530X,Wise Children,Angela Carter,1993,http://images.amazon.com/images/P/014017530X.01.LZZZZZZZ.jpg,240,3.94,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.71,,,,,,,
1576738175,The Ishbane Conspiracy,Angela Alcorn,2001,http://images.amazon.com/images/P/1576738175.01.LZZZZZZZ.jpg,304,4.02,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.07,,,,,,,
078944609X,DK Atlas of World History,Jeremy Black,2000,http://images.amazon.com/images/P/078944609X.01.LZZZZZZZ.jpg,352,4.23,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.5,,,,,,,
157673708X,The Veritas Conflict: A Novel of Spiritual Warfare,Shaunti Feldhahn,2001,http://images.amazon.com/images/P/157673708X.01.LZZZZZZZ.jpg,464,4.14,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.31,,,,,,,
1558175938,Little Girl Lost,Joan Merriam,1992,http://images.amazon.com/images/P/1558175938.01.LZZZZZZZ.jpg,370,3.62,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.04,,,,,,,
1558173625,The Final Crossing,Harvey Ardman,1990,http://images.amazon.com/images/P/1558173625.01.LZZZZZZZ.jpg,447,3.64,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.31,,,,,,,
1585867578,Revenant,Melanie Tem,1999,http://images.amazon.com/images/P/1585867578.01.LZZZZZZZ.jpg,228,3.48,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.79,,,,,,,
014017043X,Dear Writer in the Window: The Wit and Wisdom of a Sidewalk Sage,Georgelle Hirliman,1993,http://images.amazon.com/images/P/014017043X.01.LZZZZZZZ.jpg,256,5,Psychology & Philosophy,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.44,,,,,,,
2070403076,Truismes,Marie Darrieusecq,1999,http://images.amazon.com/images/P/2070403076.01.LZZZZZZZ.jpg,149,3.43,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.6,,,,,,,
1572971878,The Frighteners: A Novel,Michael Jahn,1996,http://images.amazon.com/images/P/1572971878.01.LZZZZZZZ.jpg,246,3.86,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.89,,,,,,,
082177350X, Flight of Fancy: American Heiresses (Zebra Ballad Romance),Tracy Cozzens,2002,http://images.amazon.com/images/P/082177350X.01.LZZZZZZZ.jpg,316,3.57,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.43,,,,,,,
038081305X,Tell Me Something Good,Lynn Emery,2002,http://images.amazon.com/images/P/038081305X.01.LZZZZZZZ.jpg,384,3.77,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.47,,,,,,,
1586602780,Kansas: Four Prairie Romances Dusted With Faith,Tracie Peterson,2001,http://images.amazon.com/images/P/1586602780.01.LZZZZZZZ.jpg,464,3.95,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.45,,,,,,,
1569472653,The Officer's Ward,Marc Dugain,2001,http://images.amazon.com/images/P/1569472653.01.LZZZZZZZ.jpg,143,3.9,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.17,,,,,,,
1892065037,I Dare (Liaden Universe Novel Series),Sharon Lee,2002,http://images.amazon.com/images/P/1892065037.01.LZZZZZZZ.jpg,480,4.52,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.78,,,,,,,
1555842356,The Homesman,Glendon Swarthout,1988,http://images.amazon.com/images/P/1555842356.01.LZZZZZZZ.jpg,239,3.86,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.72,,,,,,,
059093502X,The Things With Wings,Gregory J. Holch,1999,http://images.amazon.com/images/P/059093502X.01.LZZZZZZZ.jpg,240,4.05,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.83,,,,,,,
156044066X,Alaska Wildlife Viewing Guide (Watchable Wildlife Series),Michelle Sydeman,1996,http://images.amazon.com/images/P/156044066X.01.LZZZZZZZ.jpg,96,4.33,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.04,,,,,,,
1840007311,Hugh Johnson's Pocket Wine Book 2004 (Hugh Johnson's Pocket Wine Book),Mitchell Beazley,2003,http://images.amazon.com/images/P/1840007311.01.LZZZZZZZ.jpg,288,3.9,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.34,,,,,,,
1858289009,The Rough Guide to Prague (Rough Guide Prague),Rob Humphreys,2002,http://images.amazon.com/images/P/1858289009.01.LZZZZZZZ.jpg,294,3.76,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.91,,,,,,,
1402708165,Feng Shui Your Life,Jayme Barrett,2004,http://images.amazon.com/images/P/1402708165.01.LZZZZZZZ.jpg,272,4.01,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.63,,,,,,,
1555837808,Hero of Flight 93: Mark Bingham,Jon Barrett,2002,http://images.amazon.com/images/P/1555837808.01.LZZZZZZZ.jpg,216,4.05,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.27,,,,,,,
031218042X,An Army of Angels : A Novel of Joan of Arc,Pamela Marcantel,1998,http://images.amazon.com/images/P/031218042X.01.LZZZZZZZ.jpg,592,3.95,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.65,,,,,,,
1888952024,The Portable Mother,Stacey Granger,1996,http://images.amazon.com/images/P/1888952024.01.LZZZZZZZ.jpg,160,3,Home,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.96,,,,,,,
080411871X,From Classrooms to Claymores: A Teacher at War in Vietnam,Ches Schneider,1999,http://images.amazon.com/images/P/080411871X.01.LZZZZZZZ.jpg,288,3.91,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.97,,,,,,,
1589040023,Around the Family Table,Ronda Coleman,2001,http://images.amazon.com/images/P/1589040023.01.LZZZZZZZ.jpg,144,3,Home,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.33,,,,,,,
067945232X,Action! : A Novel,ROBERT CORT,2003,http://images.amazon.com/images/P/067945232X.01.LZZZZZZZ.jpg,400,2.62,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.34,,,,,,,
1555834795,Fabulous Hell,Craig Curtis,2000,http://images.amazon.com/images/P/1555834795.01.LZZZZZZZ.jpg,239,3.41,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.48,,,,,,,
2266078615,L'Associe,John Grisham,2000,http://images.amazon.com/images/P/2266078615.01.LZZZZZZZ.jpg,477,3.92,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.12,,,,,,,
1575667495,Lady of the Forest,Jennifer Roberson,2000,http://images.amazon.com/images/P/1575667495.01.LZZZZZZZ.jpg,593,3.86,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.89,,,,,,,
034536502X,Once There Was a Farm: A Country Childhood Remembered,Virginia Bell Dabney,1991,http://images.amazon.com/images/P/034536502X.01.LZZZZZZZ.jpg,288,3.92,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.08,,,,,,,
082176876X,My Lady Runaway (The Sword and the Ring),Suzanne McMinn,2001,http://images.amazon.com/images/P/082176876X.01.LZZZZZZZ.jpg,316,3.2,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.74,,,,,,,
1885167393,Secret Formulas of the Wizard of Ads,Roy H. Williams,1999,http://images.amazon.com/images/P/1885167393.01.LZZZZZZZ.jpg,238,4.15,Business & Economics,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.23,,,,,,,
1551666731,Home Before Dark,Susan Wiggs,2003,http://images.amazon.com/images/P/1551666731.01.LZZZZZZZ.jpg,384,3.97,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.85,,,,,,,
076361159X,You Hear Me: Poems and Writing by Teenage Boys,Betsy Franco,2001,http://images.amazon.com/images/P/076361159X.01.LZZZZZZZ.jpg,128,3.91,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.44,,,,,,,
039447144X,The Sunlight Dialogues,John Champlin Gardner,1972,http://images.amazon.com/images/P/039447144X.01.LZZZZZZZ.jpg,673,3.92,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.55,,,,,,,
1573226025,Tear This Heart Out,Angeles Mastretta,1997,http://images.amazon.com/images/P/1573226025.01.LZZZZZZZ.jpg,304,4.02,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.31,,,,,,,
1571688099,Lawyer: My Trials and Jubilations,Joe Jamail,2003,http://images.amazon.com/images/P/1571688099.01.LZZZZZZZ.jpg,276,3.65,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.9,,,,,,,
1852425725,Monsieur Shoushana's Lemon Trees,Patricia Duncker,1997,http://images.amazon.com/images/P/1852425725.01.LZZZZZZZ.jpg,144,3.47,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.94,,,,,,,
1878424343,Creating Affluence: The A-To-Z Steps to a Richer Life,Deepak Chopra,1998,http://images.amazon.com/images/P/1878424343.01.LZZZZZZZ.jpg,120,3.92,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.51,,,,,,,
034529260X,The Eye of the Beholder,Marc Behm,1981,http://images.amazon.com/images/P/034529260X.01.LZZZZZZZ.jpg,0,3.63,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.19,,,,,,,
1895688256,Super Puzzles and Fun: From the Editors of Chickadee Magazine,Debi Perna,1995,http://images.amazon.com/images/P/1895688256.01.LZZZZZZZ.jpg,32,0,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.58,,,,,,,
1573226815,There Are No Accidents: Synchroncity and the Stories of Our Lives,Robert H. Hopcke,1998,http://images.amazon.com/images/P/1573226815.01.LZZZZZZZ.jpg,260,3.54,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.87,,,,,,,
1565122054,Ellen Foster,Kaye Gibbons,1997,http://images.amazon.com/images/P/1565122054.01.LZZZZZZZ.jpg,168,3.78,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.5,,,,,,,
1576737462,When Joy Came to Stay,Karen Kingsbury,2000,http://images.amazon.com/images/P/1576737462.01.LZZZZZZZ.jpg,400,4.32,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.79,,,,,,,
1576734153,Waiting for Morning (Alabaster Books),Karen Kingsbury,1999,http://images.amazon.com/images/P/1576734153.01.LZZZZZZZ.jpg,368,4.36,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.36,,,,,,,
1568490739,The Anastasia Syndrome and Other Stories,Mary Higgins Clark,1991,http://images.amazon.com/images/P/1568490739.01.LZZZZZZZ.jpg,318,3.6,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.82,,,,,,,
082031949X,Jimmy Carter American Moralist,Kenneth E. Morris,1997,http://images.amazon.com/images/P/082031949X.01.LZZZZZZZ.jpg,448,3.85,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.61,,,,,,,
037540158X,Lincoln's Virtues: An Ethical Biography,William Lee Miller,2002,http://images.amazon.com/images/P/037540158X.01.LZZZZZZZ.jpg,544,4.17,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.44,,,,,,,
081121270X,Requiem: A Hallucination,Antonio Tabucchi,1994,http://images.amazon.com/images/P/081121270X.01.LZZZZZZZ.jpg,112,3.9,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.3,,,,,,,
1568361289,I Married Adventure: The Lives of Martin and Osa Johnson (Kodansha Globe),Osa Johnson,1997,http://images.amazon.com/images/P/1568361289.01.LZZZZZZZ.jpg,422,4.12,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.63,,,,,,,
081181906X,The Sensualist,Barbara Hodgson,1998,http://images.amazon.com/images/P/081181906X.01.LZZZZZZZ.jpg,295,3.58,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.53,,,,,,,
1400031540,The Fifth Woman (Vintage Crime/Black Lizard),Henning Mankell,2004,http://images.amazon.com/images/P/1400031540.01.LZZZZZZZ.jpg,438,4.03,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.46,,,,,,,
1585673862,Exquisite Corpse,Robert Irwin,2003,http://images.amazon.com/images/P/1585673862.01.LZZZZZZZ.jpg,235,3.75,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.69,,,,,,,
055356255X,Diana: A Princess and Her Troubled Marriage,Nicholas Davies,1993,http://images.amazon.com/images/P/055356255X.01.LZZZZZZZ.jpg,10,3.53,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.67,,,,,,,
1899197354,Swan,Gudbergur Bergsson,1998,http://images.amazon.com/images/P/1899197354.01.LZZZZZZZ.jpg,152,3.21,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.8,,,,,,,
1559210931,Dunedin,Shena MacKay,1993,http://images.amazon.com/images/P/1559210931.01.LZZZZZZZ.jpg,341,3.06,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.85,,,,,,,
1885983468,Plasticville,David Trinidad,2000,http://images.amazon.com/images/P/1885983468.01.LZZZZZZZ.jpg,120,3.95,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.08,,,,,,,
038072734X,Harry the Poisonous Centipede,Lynne Reid Banks,1998,http://images.amazon.com/images/P/038072734X.01.LZZZZZZZ.jpg,128,3.88,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.56,,,,,,,
3499226065,Der Garten Eden.,Ernest Hemingway,1999,http://images.amazon.com/images/P/3499226065.01.LZZZZZZZ.jpg,320,3.73,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.49,,,,,,,
1552123650,And So It Began,Jy Chiperzak,2000,http://images.amazon.com/images/P/1552123650.01.LZZZZZZZ.jpg,352,0,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.08,,,,,,,
1567994393,Paper Creations: Easy-To-Make Paperfolding Projects,Gay Merrill Gross,1997,http://images.amazon.com/images/P/1567994393.01.LZZZZZZZ.jpg,119,3.5,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.75,,,,,,,
039456541X,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry,1989,http://images.amazon.com/images/P/039456541X.01.LZZZZZZZ.jpg,178,3.98,Humor,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.77,,,,,,,
1551110598,Good Reasons For Better Arguments,Jerome E. Bickenbach,1996,http://images.amazon.com/images/P/1551110598.01.LZZZZZZZ.jpg,408,3.75,Psychology & Philosophy,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.73,,,,,,,
8466308482,Sefarad (Spanish Version),Antonio Molina Munoz,2002,http://images.amazon.com/images/P/8466308482.01.LZZZZZZZ.jpg,528,3.98,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.71,,,,,,,
155611401X,Tropical Depression: A Novel of Suspense,Jeffry P. Lindsay,1994,http://images.amazon.com/images/P/155611401X.01.LZZZZZZZ.jpg,256,3.37,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.87,,,,,,,
037570549X,Soros: The Life and Times of a Messianic Billionaire,Michael T. Kaufman,2003,http://images.amazon.com/images/P/037570549X.01.LZZZZZZZ.jpg,384,3.54,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.48,,,,,,,
8408039725,Jerusalen: Caballo De Troya 1 (Caballo de Troya),J. J. Benitez,2001,http://images.amazon.com/images/P/8408039725.01.LZZZZZZZ.jpg,728,3.97,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.51,,,,,,,
044018424X,Swag,Elmore Leonard,1985,http://images.amazon.com/images/P/044018424X.01.LZZZZZZZ.jpg,240,3.88,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.31,,,,,,,
155046292X,Mountain Bike Here: Ontario and Central &amp; Western New York,Sue Lebrecht,1999,http://images.amazon.com/images/P/155046292X.01.LZZZZZZZ.jpg,168,0,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.41,,,,,,,
038572134X,Flirting With Danger: Confessions of a Reluctant War Reporter,Siobhan Darrow,2002,http://images.amazon.com/images/P/038572134X.01.LZZZZZZZ.jpg,208,3.58,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.39,,,,,,,
006052703X,Looking for Class : Days and Nights at Oxford and Cambridge,Bruce Feiler,2003,http://images.amazon.com/images/P/006052703X.01.LZZZZZZZ.jpg,352,3.38,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.81,,,,,,,
006093476X,Domestic Pleasures : A Novel,Beth Gutcheon,2001,http://images.amazon.com/images/P/006093476X.01.LZZZZZZZ.jpg,368,3.68,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.67,,,,,,,
1853261572,Irish Fairy Tales (Wordsworth Collection Children's Library),Arthur Rackham,1999,http://images.amazon.com/images/P/1853261572.01.LZZZZZZZ.jpg,219,3.9,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.3,,,,,,,
1400041457,Without Blood,Alessandro Baricco,2004,http://images.amazon.com/images/P/1400041457.01.LZZZZZZZ.jpg,112,3.53,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.39,,,,,,,
051788058X,Confessions of an Eco-Warrior,Dave Foreman,1993,http://images.amazon.com/images/P/051788058X.01.LZZZZZZZ.jpg,240,3.77,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.65,,,,,,,
080213016X,Quiet Days in Clichy,Henry Miller,1987,http://images.amazon.com/images/P/080213016X.01.LZZZZZZZ.jpg,154,3.69,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.79,,,,,,,
1886969353,The Essence of Shaolin White Crane: Martial Power and Qigong,Jwing-Ming Yang,1996,http://images.amazon.com/images/P/1886969353.01.LZZZZZZZ.jpg,352,3.99,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.58,,,,,,,
091122632X,Core Transformation: Reaching the Wellspring Within,Connirae Andreas,1994,http://images.amazon.com/images/P/091122632X.01.LZZZZZZZ.jpg,252,4.08,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.41,,,,,,,
1555472400,Buck Alice and the Actor Robot,Walter Koenig,1988,http://images.amazon.com/images/P/1555472400.01.LZZZZZZZ.jpg,256,2.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.12,,,,,,,
1571310231,The Tree of Red Stars,Tessa Bridal,1998,http://images.amazon.com/images/P/1571310231.01.LZZZZZZZ.jpg,304,4.05,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.81,,,,,,,
